"uid","siteID","extractionStartDate","extractionEndDate","kclReferenceID","kclBlank1ID","kclBlank1Code","kclBlank2ID","kclBlank2Code","kclBlank3ID","kclBlank3Code","remarks","dataQF","publicationDate","release"
"a79a2f1b-b3aa-4210-8821-78f907c4fb32","ORNL",2017-04-05,2017-04-05,"ORNL-20170405-BREF1","ORNL-20170405-BREF1-A",NA,"ORNL-20170405-BREF1-B",NA,"ORNL-20170405-BREF1-C",NA,NA,NA,"20201218T003319Z","RELEASE-2021"
"0470fd68-7070-44e0-b03e-6b1d312905d6","ORNL",2017-04-28,2017-04-28,"ORNL-20170428-BREF1","ORNL-20170428-BREF1-A",NA,"ORNL-20170428-BREF1-B",NA,"ORNL-20170428-BREF1-C",NA,NA,NA,"20201218T003319Z","RELEASE-2021"
"44875523-2aea-42e0-b74b-f38cbcc3c6d7","ORNL",2017-06-20,2017-06-20,"ORNL-20170620-BREF1","ORNL-20170620-BREF1-A",NA,"ORNL-20170620-BREF1-B",NA,"ORNL-20170620-BREF1-C",NA,NA,NA,"20201218T003349Z","RELEASE-2021"
"3b9c0f33-7908-4727-816b-b96b37876b11","ORNL",2017-06-22,2017-06-22,"ORNL-20170622-BREF1","ORNL-20170622-BREF1-A",NA,"ORNL-20170622-BREF1-B",NA,"ORNL-20170622-BREF1-C",NA,NA,NA,"20201218T003349Z","RELEASE-2021"
"d1de02c6-bc92-4f8c-bf2d-a6ef52f490af","ORNL",2017-07-07,2017-07-07,"ORNL-20170707-BREF1","ORNL-20170707-BREF1-A",NA,"ORNL-20170707-BREF1-B",NA,"ORNL-20170707-BREF1-C",NA,NA,NA,"20201217T231208Z","RELEASE-2021"
"5841c546-2fd3-4d7f-b869-9d85bd3d84e0","ORNL",2017-10-24,2017-10-24,"ORNL-20171024-BREF1","ORNL-20171024-BREF1-A",NA,"ORNL-20171024-BREF1-B",NA,"ORNL-20171024-BREF1-C",NA,NA,NA,"20201217T231239Z","RELEASE-2021"
"7ad60767-2cb3-402b-90de-bc5fe5d88442","ORNL",2017-10-25,2017-10-25,"ORNL-20171025-BREF1","ORNL-20171025-BREF1-A",NA,"ORNL-20171025-BREF1-B",NA,"ORNL-20171025-BREF1-C",NA,NA,NA,"20201217T231239Z","RELEASE-2021"
"a4973c95-aeb7-4097-95b0-0df686abd5cf","ORNL",2017-10-27,2017-10-27,"ORNL-20171027-BREF1","ORNL-20171027-BREF1-A",NA,"ORNL-20171027-BREF1-B",NA,"ORNL-20171027-BREF1-C",NA,NA,NA,"20201217T231239Z","RELEASE-2021"
"4ebd56bf-0f36-419a-90db-0df995ae55dc","ORNL",2017-11-14,2017-11-14,"ORNL-20171114-BREF1","ORNL-20171114-BREF1-A",NA,"ORNL-20171114-BREF1-B",NA,"ORNL-20171114-BREF1-C",NA,NA,NA,"20201217T225605Z","RELEASE-2021"
"c74033dc-319e-4fa6-9b8a-75e155081361","ORNL",2017-11-16,2017-11-16,"ORNL-20171116-BREF2","ORNL-20171116-BREF2-A",NA,"ORNL-20171116-BREF2-B",NA,"ORNL-20171116-BREF2-C",NA,NA,NA,"20201217T225605Z","RELEASE-2021"
"3c1701a5-98f4-4ddc-b41b-e1f3d94efa72","ORNL",2017-11-16,2017-11-16,"ORNL-20171116-BREF1","ORNL-20171116-BREF1-A",NA,"ORNL-20171116-BREF1-B",NA,"ORNL-20171116-BREF1-C",NA,"Some floating material in the last portions of BRef-1 batch filtered out before combining with samples",NA,"20201217T225605Z","RELEASE-2021"
"3deaf49b-100a-4ff0-8cdc-1759be7bd5ed","ORNL",2017-11-16,2017-11-16,"ORNL-20171116-BREF3","ORNL-20171116-BREF3-A",NA,"ORNL-20171116-BREF3-B",NA,"ORNL-20171116-BREF3-C",NA,NA,NA,"20201217T225605Z","RELEASE-2021"
"211a79de-6add-493a-88af-2d04d0d7f851","DELA",2019-05-14,2019-05-14,"DELA-20190514-BREF1","DELA-20190514-BREF1-A","B00000055613","DELA-20190514-BREF1-B","B00000055614","DELA-20190514-BREF1-C","B00000055615",NA,NA,"20201218T064340Z","RELEASE-2021"
"b0c1bf73-70cb-4ea0-afc1-21958a0b9859","DELA",2019-05-16,2019-05-16,"DELA-20190516-BREF1","DELA-20190516-BREF1-A","B00000004894","DELA-20190516-BREF1-B","B00000004892","DELA-20190516-BREF1-C","B00000004893",NA,NA,"20201218T064340Z","RELEASE-2021"
"b3b284d1-a7aa-4592-8a38-d6e8cc316ba1","DELA",2019-06-04,2019-06-04,"DELA-20190604-BREF1","DELA-20190604-BREF1-A","B00000004928","DELA-20190604-BREF1-B","B00000004929","DELA-20190604-BREF1-C","B00000004930",NA,NA,"20201218T082036Z","RELEASE-2021"
"9d0c97ac-99ce-4819-99fb-725dde2db59f","DELA",2019-06-25,2019-06-25,"DELA-20190625-BREF1","DELA-20190625-BREF1-A","B00000005013","DELA-20190625-BREF1-B","B00000005014","DELA-20190625-BREF1-C","B00000005015",NA,NA,"20201218T082036Z","RELEASE-2021"
"044be37b-ba2d-46e4-805a-dd4619ba11e3","DELA",2019-06-27,2019-06-27,"DELA-20190627-BREF1","DELA-20190627-BREF1-A","B00000005036","DELA-20190627-BREF1-B","B00000005035","DELA-20190627-BREF1-C","B00000005034",NA,NA,"20201218T082036Z","RELEASE-2021"
"201f1306-2c0a-4811-b62d-8618eb21d242","DELA",2019-07-16,2019-07-16,"DELA-20190716-BREF1","DELA-20190716-BREF1-A","B00000055720","DELA-20190716-BREF1-B","B00000055721","DELA-20190716-BREF1-C","B00000055722",NA,NA,"20201218T065250Z","RELEASE-2021"
"1c444ce8-2a6d-439a-ba15-2df65fa2dd7f","DELA",2019-11-13,2019-11-13,"DELA-20191113-BREF1","DELA-20191113-BREF1-A","B00000056143","DELA-20191113-BREF1-B","B00000056144","DELA-20191113-BREF1-C","B00000056142",NA,NA,"20201218T071322Z","RELEASE-2021"
"12eb8e52-a65d-4e2c-84ae-99aa9984894f","DELA",2019-11-14,2019-11-14,"DELA-20191114-BREF2","DELA-20191114-BREF2-A","B00000056207","DELA-20191114-BREF2-B","B00000056203","DELA-20191114-BREF2-C","B00000056202",NA,NA,"20201218T071322Z","RELEASE-2021"
"4ea205b1-de66-4ece-8e43-a9593fe8de9f","DELA",2019-12-03,2019-12-03,"DELA-20191203-BREF2","DELA-20191203-BREF2-A","B00000056351","DELA-20191203-BREF2-B","B00000056350","DELA-20191203-BREF2-C","B00000056349",NA,NA,"20201218T070619Z","RELEASE-2021"
"2e3b8c93-42cb-4231-8802-5836e02e86f8","DELA",2019-12-05,2019-12-05,"DELA-20191205-BREF2","DELA-20191205-BREF2-A","B00000056367","DELA-20191205-BREF2-B","B00000056368","DELA-20191205-BREF2-C","B00000056369",NA,NA,"20201218T070619Z","RELEASE-2021"
"443d9fc1-cef2-4cd6-b53f-758b4150efd3","LENO",2018-04-25,2018-04-25,"LENO-20180425-BREF1","LENO-20180425-BREF1-A","B00000003510","LENO-20180425-BREF1-B","B00000003509","LENO-20180425-BREF1-C","B00000003504",NA,NA,"20201218T112642Z","RELEASE-2021"
"f5fd64ed-741a-448d-b7c0-d0175a30de8d","LENO",2018-04-26,2018-04-26,"LENO-20180426-BREF1","LENO-20180426-BREF1-A","B00000003554","LENO-20180426-BREF1-B","B00000003543","LENO-20180426-BREF1-C","B00000003539",NA,NA,"20201218T112642Z","RELEASE-2021"
"b2405fa5-bb0b-4565-9869-c546e2af1bf8","LENO",2018-05-15,2018-05-15,"LENO-20180515-BREF1","LENO-20180515-BREF1-A","B00000003586","LENO-20180515-BREF1-B","B00000003585","LENO-20180515-BREF1-C","B00000003584",NA,NA,"20201218T111910Z","RELEASE-2021"
"d280801e-1b72-4598-bee0-f72dc3cb5dd0","LENO",2018-07-10,2018-07-10,"LENO-20180710-BREF1","LENO-20180710-BREF1-A","B00000003757","LENO-20180710-BREF1-B","B00000003763","LENO-20180710-BREF1-C","B00000003739",NA,NA,"20201218T095850Z","RELEASE-2021"
"e28c9740-ea58-4376-8b19-fa730af8b376","LENO",2018-07-12,2018-07-12,"LENO-20180712-BREF1","LENO-20180712-BREF1-A","B00000003806","LENO-20180712-BREF1-B","B00000003776","LENO-20180712-BREF1-C","B00000003773",NA,NA,"20201218T095850Z","RELEASE-2021"
"384da359-d85f-4c67-9e9e-62fc88bbc8d0","LENO",2018-08-01,2018-08-01,"LENO-20180801-BREF2","LENO-20180801-BREF2-A","B00000003782","LENO-20180801-BREF2-B","B00000003797","LENO-20180801-BREF2-C","B00000003783",NA,NA,"20201218T091804Z","RELEASE-2021"
"cd9b1414-12df-483a-bb6d-3e06f3cad14b","LENO",2018-11-06,2018-11-06,"LENO-20181106-BREF3","LENO-20181106-BREF3-A","B00000004300","LENO-20181106-BREF3-B","B00000004299","LENO-20181106-BREF3-C","B00000004301",NA,NA,"20201218T091646Z","RELEASE-2021"
"f6c50428-bd4c-44de-ac2c-321cbde21c88","LENO",2018-11-09,2018-11-09,"LENO-20181109-BREF3","LENO-20181109-BREF3-A","B00000003753","LENO-20181109-BREF3-B","B00000004326","LENO-20181109-BREF3-C","B00000004325",NA,NA,"20201218T091646Z","RELEASE-2021"
"192ddd9a-b12b-4769-b508-9e426d5a4d07","LENO",2018-11-29,2018-11-29,"LENO-20181129-BREF3","LENO-20181129-BREF3-A","B00000004429","LENO-20181129-BREF3-B","B00000004428","LENO-20181129-BREF3-C","B00000004427",NA,NA,"20201218T091646Z","RELEASE-2021"
"195064ff-e18e-4648-a7d1-8be1417152b3","TALL",2017-04-05,2017-04-05,"TALL-20170405-BREF1","TALL-20170405-BREF1-A",NA,"TALL-20170405-BREF1-B",NA,"TALL-20170405-BREF1-C",NA,NA,NA,"20201217T223634Z","RELEASE-2021"
"ab81735d-32f7-4b2a-8069-0166f6c3bfcf","TALL",2017-04-07,2017-04-07,"TALL-20170407-BREF1","TALL-20170407-BREF1-A",NA,"TALL-20170407-BREF1-B",NA,"TALL-20170407-BREF1-C",NA,NA,NA,"20201217T223634Z","RELEASE-2021"
"e8cf45f2-6cf8-4046-a248-2e2d26b18c73","TALL",2017-04-25,2017-04-25,"TALL-20170425-BREF1","TALL-20170425-BREF1-A",NA,"TALL-20170425-BREF1-B",NA,"TALL-20170425-BREF1-C",NA,NA,NA,"20201217T223634Z","RELEASE-2021"
"b044bd20-8baa-4bfa-9975-741bced7ebee","TALL",2017-06-13,2017-06-13,"TALL-20170613-BREF1","TALL-20170613-BREF1-A",NA,"TALL-20170613-BREF1-B",NA,"TALL-20170613-BREF1-C",NA,NA,NA,"20201217T223709Z","RELEASE-2021"
"fb300c17-66a1-4ad8-b1b3-ccd86be1114a","TALL",2017-06-15,2017-06-15,"TALL-20170615-BREF1","TALL-20170615-BREF1-A",NA,"TALL-20170615-BREF1-B",NA,"TALL-20170615-BREF1-C",NA,NA,NA,"20201217T223709Z","RELEASE-2021"
"ca9828cd-1ca2-4048-b6da-819864b8280c","TALL",2017-06-27,2017-06-27,"TALL-20170627-BREF1","TALL-20170627-BREF1-A",NA,"TALL-20170627-BREF1-B",NA,"TALL-20170627-BREF1-C",NA,NA,NA,"20201217T223709Z","RELEASE-2021"
"c78c89e0-646c-446f-a97e-bbff891c0160","TALL",2017-10-31,2017-10-31,"TALL-20171031-BREF1","TALL-20171031-BREF1-A",NA,"TALL-20171031-BREF1-B",NA,"TALL-20171031-BREF1-C",NA,NA,NA,"20201217T222515Z","RELEASE-2021"
"e052d6c3-21af-416f-a6b9-4c4d31fa377e","TALL",2017-11-02,2017-11-02,"TALL-20171102-BREF2","TALL-20171102-BREF2-A",NA,"TALL-20171102-BREF2-B",NA,"TALL-20171102-BREF2-C",NA,NA,NA,"20201217T222544Z","RELEASE-2021"
"a518c533-db90-4605-b869-b0e119281a73","TALL",2017-11-28,2017-11-28,"TALL-20171128-BREF2","TALL-20171128-BREF2-A",NA,"TALL-20171128-BREF2-B",NA,"TALL-20171128-BREF2-C",NA,NA,NA,"20201217T222544Z","RELEASE-2021"
"34db0220-dfaf-4c6b-801f-f073fabf4ea5","DCFS",2019-05-01,2019-05-01,"DCFS-20190501-BREF1","DCFS-20190501-BREF1-A","B00000051178","DCFS-20190501-BREF1-B","B00000051179","DCFS-20190501-BREF1-C","B00000051180",NA,NA,"20201218T045732Z","RELEASE-2021"
"c656c247-ac42-4f5f-bc06-1b8b4b2c7672","DCFS",2019-05-02,2019-05-02,"DCFS-20190502-BREF1","DCFS-20190502-BREF1-A","B00000051167","DCFS-20190502-BREF1-B","B00000051166","DCFS-20190502-BREF1-C","B00000051168",NA,NA,"20201218T045732Z","RELEASE-2021"
"d40905a4-fc0e-4d7a-8cc6-675514be36de","DCFS",2019-05-03,2019-05-03,"DCFS-20190503-BREF1","DCFS-20190503-BREF1-A","B00000000430","DCFS-20190503-BREF1-B","B00000000431","DCFS-20190503-BREF1-C","B00000000429",NA,NA,"20201218T045732Z","RELEASE-2021"
"16fab49e-4797-470f-a828-e158515b1118","DCFS",2019-05-07,2019-05-07,"DCFS-20190507-BREF1","DCFS-20190507-BREF1-A","B00000000411","DCFS-20190507-BREF1-B","B00000000408","DCFS-20190507-BREF1-C","B00000000402",NA,NA,"20201218T045732Z","RELEASE-2021"
"ec29afdb-4a82-4d3b-aafb-5ac62fa1fb8e","DCFS",2019-05-29,2019-05-29,"DCFS-20190529-BREF1","DCFS-20190529-BREF1-A","B00000000421","DCFS-20190529-BREF1-B","B00000000377","DCFS-20190529-BREF1-C","B00000000388",NA,NA,"20201218T045732Z","RELEASE-2021"
"84bfc1f0-95b0-494a-a108-69180f452281","DCFS",2019-05-31,2019-05-31,"DCFS-20190531-BREF1","DCFS-20190531-BREF1-A","B00000000380","DCFS-20190531-BREF1-B","B00000000366","DCFS-20190531-BREF1-C","B00000000378",NA,NA,"20201218T045732Z","RELEASE-2021"
"59379c2f-0dd6-464b-96f7-11a0af43c6fa","DCFS",2019-07-23,2019-07-23,"DCFS-20190723-BREF1","DCFS-20190723-BREF1-A","B00000000357","DCFS-20190723-BREF1-B","B00000000358","DCFS-20190723-BREF1-C","B00000000392",NA,NA,"20201218T052359Z","RELEASE-2021"
"27437e7d-adf6-4a35-a4a0-ac67e85a4db3","DCFS",2019-07-25,2019-07-25,"DCFS-20190725-BREF1","DCFS-20190725-BREF1-A","B00000000340","DCFS-20190725-BREF1-B","B00000000335","DCFS-20190725-BREF1-C","B00000000303",NA,NA,"20201218T052359Z","RELEASE-2021"
"9980c5c7-ea38-4ef3-9a40-a063c5744abc","DCFS",2019-07-30,2019-07-30,"DCFS-20190730-BREF1","DCFS-20190730-BREF1-A","B00000000318","DCFS-20190730-BREF1-B","B00000000346","DCFS-20190730-BREF1-C","B00000000342",NA,NA,"20201218T052359Z","RELEASE-2021"
"8fefde62-8a08-4df4-ad49-89d7aadb4f0d","DCFS",2019-07-31,2019-07-31,"DCFS-20190731-BREF1","DCFS-20190731-BREF1-A","B00000000289","DCFS-20190731-BREF1-B","B00000000297","DCFS-20190731-BREF1-C","B00000000294",NA,NA,"20201218T052359Z","RELEASE-2021"
"f07963bc-67d3-4331-9e56-1809c91d7ee8","DCFS",2019-08-12,2019-08-12,"DCFS-20190812-BREF1","DCFS-20190812-BREF1-A","B00000000284","DCFS-20190812-BREF1-B","B00000000313","DCFS-20190812-BREF1-C","B00000000283",NA,NA,"20201218T050959Z","RELEASE-2021"
"31bd6b59-926f-4f09-af11-907e37b9165b","DCFS",2019-08-14,2019-08-14,"DCFS-20190814-BREF1","DCFS-20190814-BREF1-A","B00000050666","DCFS-20190814-BREF1-B","B00000050665","DCFS-20190814-BREF1-C","B00000050664",NA,NA,"20201218T050959Z","RELEASE-2021"
"52cb41f8-641f-4b36-8880-598a0c2a7fd9","DCFS",2019-08-15,2019-08-15,"DCFS-20190815-BREF1","DCFS-20190815-BREF1-A","B00000050641","DCFS-20190815-BREF1-B","B00000050640","DCFS-20190815-BREF1-C","B00000050633",NA,NA,"20201218T050959Z","RELEASE-2021"
"1e28c020-f9ad-41c6-9d00-0005b9cda65b","DCFS",2019-10-02,2019-10-02,"DCFS-20191002-BREF2","DCFS-20191002-BREF2-A","B00000050721","DCFS-20191002-BREF2-B","B00000050720","DCFS-20191002-BREF2-C","B00000050711",NA,NA,"20201218T051104Z","RELEASE-2021"
"30ca0db4-28ee-4055-b98e-b2fd1cb807f7","DCFS",2019-10-03,2019-10-03,"DCFS-20191003-BREF2","DCFS-20191003-BREF2-A","B00000050686","DCFS-20191003-BREF2-B","B00000050713","DCFS-20191003-BREF2-C","B00000050701",NA,NA,"20201218T051104Z","RELEASE-2021"
"04e0be0f-5cc0-4982-af55-686c1d907af8","DCFS",2019-10-08,2019-10-08,"DCFS-20191008-BREF2","DCFS-20191008-BREF2-A","B00000050680","DCFS-20191008-BREF2-B","B00000050683","DCFS-20191008-BREF2-C","B00000050673",NA,NA,"20201218T051104Z","RELEASE-2021"
"67c340aa-3ea5-4ec8-ad88-41171b109385","DCFS",2019-10-09,2019-10-09,"DCFS-20191009-BREF2","DCFS-20191009-BREF2-A","B00000050767","DCFS-20191009-BREF2-B","B00000050766","DCFS-20191009-BREF2-C","B00000050765",NA,NA,"20201218T051104Z","RELEASE-2021"
"65ffd25e-596c-433d-b67d-d7dd4e20f688","DCFS",2019-10-30,2019-10-30,"DCFS-20191030-BREF2","DCFS-20191030-BREF2-A","B00000000108","DCFS-20191030-BREF2-B","B00000000092","DCFS-20191030-BREF2-C","B00000050774",NA,NA,"20201218T051104Z","RELEASE-2021"
"09520e7f-7127-4ae7-b67b-bef997f5e795","NOGP",2020-07-02,2020-07-02,"NOGP-20200702-BREF1","NOGP-20200702-BREF1-A","B00000050616","NOGP-20200702-BREF1-B","B00000050625","NOGP-20200702-BREF1-C","B00000050617",NA,NA,"20210201T152722Z","PROVISIONAL"
"17a01c39-3dee-4f65-a3d7-e873a0a46d66","NOGP",2020-07-07,2020-07-07,"NOGP-20200707-BREF1","NOGP-20200707-BREF1-A","B00000050623","NOGP-20200707-BREF1-B","B00000050621","NOGP-20200707-BREF1-C","B00000050635",NA,NA,"20210201T152722Z","PROVISIONAL"
"93094882-ce65-427a-a63c-737c77fd8bd9","NOGP",2020-07-09,2020-07-09,"NOGP-20200709-BREF1","NOGP-20200709-BREF1-A","B00000096249","NOGP-20200709-BREF1-B","B00000096250","NOGP-20200709-BREF1-C","B00000096251",NA,NA,"20210201T152722Z","PROVISIONAL"
"a5ca6991-532f-40a1-8b2c-19a8bd071190","NOGP",2020-07-22,2020-07-22,"NOGP-20200722-BREF1","NOGP-20200722-BREF1-A","B00000096303","NOGP-20200722-BREF1-B","B00000096297","NOGP-20200722-BREF1-C","B00000096292",NA,NA,"20210201T152722Z","PROVISIONAL"
"877d5d3e-d248-431d-b8a0-9c711864de7e","NOGP",2020-07-24,2020-07-24,"NOGP-20200724-BREF1","NOGP-20200724-BREF1-A","B00000096315","NOGP-20200724-BREF1-B","B00000096316","NOGP-20200724-BREF1-C","B00000096317",NA,NA,"20210201T152722Z","PROVISIONAL"
"b318fd5e-e1eb-410b-bdf0-d9eda1609045","NOGP",2020-10-02,2020-10-02,"NOGP-20201002-BREF1","NOGP-20201002-BREF1-A","B00000096371","NOGP-20201002-BREF1-B","B00000096372","NOGP-20201002-BREF1-C","B00000096569",NA,NA,"20210208T171138Z","PROVISIONAL"
"e70de3ca-118d-4690-a6fb-a14537d545ea","NOGP",2020-10-27,2020-10-27,"NOGP-20201027-BREF1","NOGP-20201027-BREF1-A","B00000050805","NOGP-20201027-BREF1-B","B00000050803","NOGP-20201027-BREF1-C","B00000050947",NA,NA,"20210208T171138Z","PROVISIONAL"
"324c684a-e3d0-4f7c-826d-9007e50e13bf","RMNP",2020-06-30,2020-06-30,"RMNP-20200630-BREF1","RMNP-20200630-BREF1-A","B00000098385","RMNP-20200630-BREF1-B","B00000098399","RMNP-20200630-BREF1-C","B00000098413",NA,NA,"20210201T151108Z","PROVISIONAL"
"24535aad-7766-41e9-b813-d05b2613e183","RMNP",2020-07-02,2020-07-02,"RMNP-20200702-BREF1","RMNP-20200702-BREF1-A","B00000098390","RMNP-20200702-BREF1-B","B00000098404","RMNP-20200702-BREF1-C","B00000098409",NA,NA,"20210201T151050Z","PROVISIONAL"
