"uid","namedLocation","domainID","siteID","plotID","nrcsDescriptionID","collectDate","horizonID","horizonName","biogeoIDnrcs","biogeoSampleType","biogeoTopDepth","biogeoBottomDepth","biogeoCenterDepth","particleSizeDistProcessedDate","particleSizeDistMethodPub","particleSizeDistMethod","coarseFrag2To5","coarseFrag5To20","sandTotal","siltTotal","clayTotal","carbonateClay","clayFineContent","siltFineContent","siltCoarseContent","sandVeryFineContent","sandFineContent","sandMediumContent","sandCoarseContent","sandVeryCoarseContent","laboratoryName","dataQF","publicationDate","release"
"6631d9e2-9d4b-4522-aa1d-bddf3b9dd76b","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001",2016-05-11,"16N04936","Bs2","S2016NH003001-4","bulk",33,49,41,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",71.9,134.1,55.3,42.3,2.4,NA,NA,17.6,24.7,22.7,15,8.6,3.6,5.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"d8d96ffd-c8c3-40b5-950d-2754f4ca28a3","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001",2016-05-11,"16N04937","Cd","S2016NH003001-5","bulk",49,100,74.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",78.3,110.1,69.5,30,0.5,NA,NA,11.9,18.1,20.4,19.2,11.4,10.3,8.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"96e1407b-3819-497f-afcb-51f0f4e3c0c1","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001",2016-05-11,"16N04933","Oa","S2016NH003001-1","bulk",0,13,6.5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"e2d8228a-051b-410e-a4f3-f14de611f722","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001",2016-05-11,"16N04934","E/B","S2016NH003001-2","bulk",13,23,18,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",70.9,110.3,64,32.9,3.1,NA,NA,14.1,18.8,22.1,17.6,9.1,8.4,6.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"af922fb5-614b-4b2b-9842-acea34957202","BART_018.basePlot.all","D01","BART","BART_018","S2016NH003001",2016-05-11,"16N04935","Bs1","S2016NH003001-3","bulk",23,33,28,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",81.1,117.9,59.6,37.2,3.2,NA,NA,15.5,21.7,21.3,18.3,7.3,7.2,5.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"7fa5a352-dd2b-4d1e-afab-0758d7b7a87d","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04941","Bs","S2016NH003002-4","bulk",18,27,22.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",134.8,135.7,67.5,29.6,2.9,NA,NA,13.1,16.5,16.1,15.9,13,13,9.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"f02ceffb-953f-4fe1-b634-062b6eed4faf","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04943","BC2","S2016NH003002-6","bulk",54,100,77,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",129.4,94.1,63.5,35,1.5,NA,NA,14.8,20.2,17,15.8,14.6,10,6.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"badbdb59-809c-4ea8-8b1b-724481203cfe","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04940","Bhs","S2016NH003002-3","bulk",13,18,15.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",128.8,189.6,71.2,24.4,4.4,NA,NA,11.9,12.5,12.9,14.1,12.9,17.4,13.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"8acc5f4e-6711-4875-9eb3-1abfe6e5b48c","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04942","BC1","S2016NH003002-5","bulk",27,54,40.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",123.7,91.4,65.8,32.3,1.9,NA,NA,13.8,18.5,12.6,18.3,12.8,13,9.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"d6184e57-ffe3-4a52-9cc7-395a6e07a545","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04939","E","S2016NH003002-2","bulk",9,13,11,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",144.2,201.1,66.9,30.5,2.6,NA,NA,14.9,15.6,17,15.7,14.7,8.9,10.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"41608b63-2b4e-4ef4-ac40-7fc573d43153","BART_081.basePlot.all","D01","BART","BART_081","S2016NH003002",2016-05-17,"16N04938","Oa","S2016NH003002-1","bulk",0,9,4.5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"f504c475-5bdd-41f1-ae21-ed8839a7351d","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003",2016-05-19,"16N04946","Bw1","S2016NH003003-3","bulk",7,29,18,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",88.3,73,67.7,29.1,3.2,NA,NA,16.9,12.2,10.4,12.7,12.6,16.2,15.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"66662d5f-a629-4254-826e-5ff01ede2f34","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003",2016-05-19,"16N04948","C","S2016NH003003-5","bulk",52,100,76,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",180.3,280.2,81,15.8,3.2,NA,NA,9,6.8,8.4,14.4,20.5,26.5,11.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"28d85f08-85f6-4a47-9642-1d9e32dc5d5a","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003",2016-05-19,"16N04944","Oa","S2016NH003003-1","bulk",0,3,1.5,NA,NA,NA,37.4,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"f17cdf1a-5314-4ad7-96fe-74c992286700","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003",2016-05-19,"16N04947","Bw2","S2016NH003003-4","bulk",29,52,40.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",90.7,53,68.6,28.3,3.1,NA,NA,16.3,12,10.6,13.6,14.7,14.2,15.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"830acc8f-5fec-413b-9e58-824b56152865","BART_012.basePlot.all","D01","BART","BART_012","S2016NH003003",2016-05-19,"16N04945","A","S2016NH003003-2","bulk",3,7,5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",99.3,86.6,66.5,29.3,4.2,NA,NA,15.6,13.7,13,14.8,13.4,15.3,10,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"f86ee43d-4d62-49eb-9626-dd653de5079c","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004",2016-05-23,"16N04949","Oa","S2016NH003004-1","bulk",0,13,6.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",172.9,287.4,77.8,16.6,5.6,NA,NA,10.5,6.1,7.5,11.9,13.7,20.5,24.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"0b727524-e2c1-4f57-93b5-ac6531e0fd9a","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004",2016-05-23,"16N04951","Bs1","S2016NH003004-3","bulk",36,62,49,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",81,48.3,62,35.1,2.9,NA,NA,15.9,19.2,21,17.6,9.8,6.6,7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"7a284b48-c799-4a76-9022-7e72a059fe73","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004",2016-05-23,"16N04952","Bs2","S2016NH003004-4","bulk",62,100,81,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",142.9,304,81.4,15.8,2.8,NA,NA,7.2,8.6,12.9,19.8,18.3,17.7,12.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"3a5f721e-e739-4f58-bc53-4dc570a27765","BART_062.basePlot.all","D01","BART","BART_062","S2016NH003004",2016-05-23,"16N04950","E","S2016NH003004-2","bulk",13,36,24.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",193.7,412.1,74.2,22.2,3.6,NA,NA,13.3,8.9,9.2,13.9,10.7,15.6,24.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"ebf71a04-fc3b-4b45-9696-3d79a5f13420","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04956","Bhs","S2016NH003005-4","bulk",35,47,41,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",123.9,64.5,55.5,37.7,6.8,NA,NA,21.1,16.6,13.6,17.7,10.5,8.3,5.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"a8bfeeb9-01f7-4532-b716-9d5b6368e32d","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04958","C","S2016NH003005-6","bulk",73,100,86.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",139.9,166.7,67.7,25.8,6.5,NA,NA,14.7,11.1,15.3,19.1,14.7,12.9,5.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"e6dd7564-b5f2-4756-a0a7-48147964013e","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04953","Oa1","S2016NH003005-1","bulk",0,24,12,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"cc3a62df-e725-4da9-96b2-3e42d89769b7","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04957","BC","S2016NH003005-5","bulk",47,73,60,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",89,82.1,56.9,35.4,7.7,NA,NA,18.5,16.9,16.6,17.4,14.1,5.3,3.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"fb5516c9-17ee-4d90-a5f1-0e6773fae7ed","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04954","Oa2","S2016NH003005-2","bulk",24,30,27,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"73fa0f7c-862b-48b1-819d-e80247a042eb","BART_027.basePlot.all","D01","BART","BART_027","S2016NH003005",2016-05-31,"16N04955","E","S2016NH003005-3","bulk",30,35,32.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",65.2,41.2,63.8,33.5,2.7,NA,NA,18.9,14.6,15.3,17.1,12,11.4,8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163058Z","RELEASE-2021"
"a7b5e406-991e-43dc-aea2-457c863c52e4","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04959","Oe","S2016NH003006-1","bulk",0,4,2,NA,NA,NA,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"4de7de41-2d37-4b1a-ae5a-23bf27e3c5d2","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04964","C","S2016NH003006-6","bulk",76,100,88,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",167.8,253.6,84.6,12.6,2.8,NA,NA,5.6,7,9.1,19.4,26.1,22.7,7.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"e7cdc02f-9702-4892-ad6c-8fd0f673b61a","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04963","BC","S2016NH003006-5","bulk",50,76,63,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",124.8,178.8,72.3,23.8,3.9,NA,NA,12.6,11.2,13.6,19.4,17.5,15.7,6.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"f81aced4-15be-4efb-89bc-87885c9f8276","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04962","Bhs","S2016NH003006-4","bulk",36,50,43,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",143.8,166.3,72.6,22.8,4.6,NA,NA,12.6,10.2,11,15.9,17,16.1,12.6,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"92c7cee3-e5bc-49b7-bacf-bd88036f7482","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04960","Oa","S2016NH003006-2","bulk",4,18,11,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"c2f28250-fca3-40d0-84b4-f74f548ddb34","BART_030.basePlot.all","D01","BART","BART_030","S2016NH003006",2016-06-02,"16N04961","E","S2016NH003006-3","bulk",18,36,27,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",90.5,186.4,72.8,25.5,1.7,NA,NA,14.1,11.4,11.4,19.1,16.6,16,9.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"98be47d8-d48e-4f64-960f-3c4e2a1c3772","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04965","Oa","S2016NH003007-1","bulk",0,9,4.5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"802fcd5b-f26c-4803-80d3-c8cb23a86109","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04967","Bhs","S2016NH003007-3","bulk",12,34,23,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",78.8,204.3,69.1,29.6,1.3,NA,NA,9.7,19.9,26.5,20.6,12.9,5.3,3.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"1715f7b4-9c7a-4813-a1fd-c0a00acc0349","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04970","C","S2016NH003007-6","bulk",79,100,89.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",63.1,73.3,75.8,23.5,0.7,NA,NA,6.6,16.9,23.9,31.8,9.6,6,4.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"69fed81e-22db-4d47-8add-aa3bbc19743a","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04969","BC","S2016NH003007-5","bulk",57,79,68,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",89.2,210.8,74.6,25.1,0.3,NA,NA,8.1,17,22.6,25.2,10.2,9.6,7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"c82fdf56-98a8-41af-bdc7-39874cbd58dc","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04968","Bs","S2016NH003007-4","bulk",34,57,45.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",65.5,139.6,69.5,29.6,0.9,NA,NA,9.9,19.7,25.9,22.3,9.6,7.9,3.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"711a15a7-788e-4f9c-8b29-c92bcb5182e4","BART_019.basePlot.all","D01","BART","BART_019","S2016NH003007",2016-06-07,"16N04966","E","S2016NH003007-2","bulk",9,12,10.5,2017-01-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",38.3,13.5,61.4,36.1,2.5,NA,NA,15.8,20.3,19.5,24.3,9.4,5.8,2.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"4949e602-e9c6-436f-bde4-fc5bd51d8b4d","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008",2016-06-10,"16N04974","Bhs2","S2016NH003008-4","bulk",37,64,50.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",125.2,248.9,68.7,27.5,3.8,NA,NA,15.8,11.7,17.9,19.2,12.8,10.8,8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"2c6446c1-3183-43a1-8fe9-dea620d49831","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008",2016-06-10,"16N04973","Bhs1","S2016NH003008-3","bulk",29,37,33,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",198.1,110.6,66.1,29.9,4,NA,NA,18.1,11.8,11.8,12,10.7,14.8,16.8,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"d50698ad-60a8-4713-9427-f6a205fdd273","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008",2016-06-10,"16N04975","Bhs3","S2016NH003008-5","bulk",64,80,72,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",108.7,140.7,67.2,28.8,4,NA,NA,17.9,10.9,14.4,17.2,11.5,12.4,11.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"aec4ca5d-8c21-4273-9bc9-bde20aee8faf","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008",2016-06-10,"16N04972","E","S2016NH003008-2","bulk",23,29,26,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",169.2,109.6,71.3,26.3,2.4,NA,NA,14.1,12.2,12.6,13.6,15.2,13,16.9,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"fcb70830-c33b-4e40-bdf2-8758030e4208","BART_023.basePlot.all","D01","BART","BART_023","S2016NH003008",2016-06-10,"16N04971","Oa","S2016NH003008-1","bulk",0,23,11.5,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"f7cb1906-4e04-4327-83d2-1d2f532ba34c","BART_024.basePlot.all","D01","BART","BART_024","S2016NH003009",2016-06-14,"16N04976","Oa","S2016NH003009-1","bulk",0,14,7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"4e6d5fa4-fd1b-4f51-b4a3-b81b764236c2","BART_024.basePlot.all","D01","BART","BART_024","S2016NH003009",2016-06-14,"16N04977","E","S2016NH003009-2","bulk",14,20,17,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",169.5,90.5,75.2,22.3,2.5,NA,NA,13.1,9.2,7.6,9.6,11.7,17.6,28.7,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"9456d4aa-3583-4545-a597-24d2fc3976c2","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010",2016-06-16,"16N04981","Bhs2","S2016NH003010-4","bulk",38,61,49.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",157,202.1,75.1,22,2.9,NA,NA,9.3,12.7,13.2,19.2,16.6,17.7,8.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"e1b12564-e0a1-459e-9bb7-372688cb3c3b","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010",2016-06-16,"16N04980","Bhs1","S2016NH003010-3","bulk",25,38,31.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",75.6,55.9,60.6,35.6,3.8,NA,NA,16.9,18.7,15.4,13.8,10.5,10.6,10.3,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"571b0191-cc1c-4494-8689-e830ff520485","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010",2016-06-16,"16N04979","E","S2016NH003010-2","bulk",20,25,22.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",50.9,23.7,58.7,38.9,2.4,NA,NA,19.8,19.1,18,14.4,9.2,9.9,7.2,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"45316491-6ce8-4662-96e7-d962752b7e13","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010",2016-06-16,"16N04978","Oa","S2016NH003010-1","bulk",0,20,10,NA,NA,NA,7.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"e702ebc6-2a92-481f-813a-8962663c7238","BART_015.basePlot.all","D01","BART","BART_015","S2016NH003010",2016-06-16,"16N04982","Cd","S2016NH003010-5","bulk",61,100,80.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",103.7,80.7,62.4,36,1.6,NA,NA,20,16,9,17.9,12.9,12.5,10.1,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"d8b3a62c-f2a5-4e91-ac07-a32cd75e368c","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011",2016-06-20,"16N04984","E","S2016NH003011-2","bulk",4,12,8,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",93.2,92.9,67.1,28.8,4.1,NA,NA,15.7,13.1,13.4,16.1,12.2,12.9,12.5,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
"c5983a37-df5e-485f-b1da-141a24ca5369","BART_010.basePlot.all","D01","BART","BART_010","S2016NH003011",2016-06-20,"16N04986","Bs","S2016NH003011-4","bulk",19,34,26.5,2017-01-11,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Routine Particle Size Distribution (3A1a1a)",130.4,155.1,66,27.2,6.8,NA,NA,15.2,12,12.7,16.4,13.9,12.6,10.4,"USDA NRCS Kellogg Soil Survey Laboratory",NA,"20201217T163045Z","RELEASE-2021"
