"uid","namedLocation","domainID","siteID","plotID","pitID","collectDate","testProtocolVersion","nrcsDescriptionID","horizonID","horizonName","horizonTopDepth","horizonBottomDepth","remarks","dataQF","publicationDate","release"
"e8f07f8c-b0a9-4bcd-be79-f44ff29ba427","BART_018.basePlot.all","D01","BART","BART_018","1091219",2016-05-11,"Field Book for Describing and Sampling Soils ver3","S2016NH003001","16N04935","Bs1",23,33,NA,NA,"20201217T163058Z","RELEASE-2021"
"14d583dd-09c4-4fab-b59d-ee622deed382","BART_018.basePlot.all","D01","BART","BART_018","1091219",2016-05-11,"Field Book for Describing and Sampling Soils ver3","S2016NH003001","16N04936","Bs2",33,49,"includes some buried O horizon",NA,"20201217T163058Z","RELEASE-2021"
"2566a524-f6de-4463-9a39-c2a621d20b6b","BART_018.basePlot.all","D01","BART","BART_018","1091219",2016-05-11,"Field Book for Describing and Sampling Soils ver3","S2016NH003001","16N04934","E/B",13,23,NA,NA,"20201217T163058Z","RELEASE-2021"
"7a01795c-df7b-454d-b3ea-f6e4f4f1a64c","BART_018.basePlot.all","D01","BART","BART_018","1091219",2016-05-11,"Field Book for Describing and Sampling Soils ver3","S2016NH003001","16N04933","Oa",0,13,NA,NA,"20201217T163058Z","RELEASE-2021"
"4fc6c7a6-1fd6-4a11-b448-1b1deab30885","BART_018.basePlot.all","D01","BART","BART_018","1091219",2016-05-11,"Field Book for Describing and Sampling Soils ver3","S2016NH003001","16N04937","Cd",49,100,NA,NA,"20201217T163058Z","RELEASE-2021"
"6f54c639-315d-4920-908f-2219c3d186bd","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04940","Bhs",13,18,"5% cemented",NA,"20201217T163058Z","RELEASE-2021"
"ddc3b26d-6f29-4e6f-bf20-4116f8472f8e","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04942","BC1",27,54,NA,NA,"20201217T163058Z","RELEASE-2021"
"06365591-8217-4db1-b3f6-038920cf993d","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04939","E",9,13,NA,NA,"20201217T163058Z","RELEASE-2021"
"50861adf-6925-4663-bab4-6a806f6e2b7b","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04941","Bs",18,27,NA,NA,"20201217T163058Z","RELEASE-2021"
"5fa8929f-3a5d-4a6b-9bdb-967c6d503f5a","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04943","BC2",54,100,"at 100 cm there is a large root mass",NA,"20201217T163058Z","RELEASE-2021"
"5c0ba145-d0ef-411d-85e4-53853ca9872b","BART_081.basePlot.all","D01","BART","BART_081","1091221",2016-05-17,"Field Book for Describing and Sampling Soils ver3","S2016NH003002","16N04938","Oa",0,9,NA,NA,"20201217T163058Z","RELEASE-2021"
"42b62e6a-3532-4bb1-a989-bc8f8bfc0ba5","BART_012.basePlot.all","D01","BART","BART_012","1091222",2016-05-19,"Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04946","Bw1",7,29,NA,NA,"20201217T163058Z","RELEASE-2021"
"c4529494-8838-4460-8ce7-32691cb35787","BART_012.basePlot.all","D01","BART","BART_012","1091222",2016-05-19,"Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04947","Bw2",29,52,NA,NA,"20201217T163058Z","RELEASE-2021"
"a0d608be-388f-4a68-ae76-b6533e1bc798","BART_012.basePlot.all","D01","BART","BART_012","1091222",2016-05-19,"Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04945","A",3,7,NA,NA,"20201217T163058Z","RELEASE-2021"
"0ecf0a91-6c76-4754-bf4a-ac57508baf2d","BART_012.basePlot.all","D01","BART","BART_012","1091222",2016-05-19,"Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04944","Oa",0,3,NA,NA,"20201217T163058Z","RELEASE-2021"
"a42bbfa4-fb42-47b3-b8cb-0b0632a956ad","BART_012.basePlot.all","D01","BART","BART_012","1091222",2016-05-19,"Field Book for Describing and Sampling Soils ver3","S2016NH003003","16N04948","C",52,100,NA,NA,"20201217T163058Z","RELEASE-2021"
"58a586fc-db51-4b7f-bf2b-f6ae59717b61","BART_062.basePlot.all","D01","BART","BART_062","1091223",2016-05-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04952","Bs2",62,100,NA,NA,"20201217T163058Z","RELEASE-2021"
"e0bf2699-2f65-4c69-bf9a-4f64bf35a65f","BART_062.basePlot.all","D01","BART","BART_062","1091223",2016-05-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04951","Bs1",36,62,NA,NA,"20201217T163058Z","RELEASE-2021"
"ef19c48a-348f-420b-b79d-3789c7c0d595","BART_062.basePlot.all","D01","BART","BART_062","1091223",2016-05-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04950","E",13,36,NA,NA,"20201217T163058Z","RELEASE-2021"
"cf983a6b-1c35-4506-9592-9cb751cc8ebd","BART_062.basePlot.all","D01","BART","BART_062","1091223",2016-05-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003004","16N04949","Oa",0,13,NA,NA,"20201217T163058Z","RELEASE-2021"
"619fe12a-111d-4e05-906e-c2b11550fafc","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04958","C",73,100,"consistence is firm in place but friable in hand",NA,"20201217T163058Z","RELEASE-2021"
"c7a3a22f-3b20-49c8-81fe-ce45bc80dafd","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04955","E",30,35,NA,NA,"20201217T163058Z","RELEASE-2021"
"5593b667-e6cb-4556-bb00-7ccf703c7284","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04957","BC",47,73,NA,NA,"20201217T163058Z","RELEASE-2021"
"1d7c6a63-cf24-4e30-8e4f-f0925416453f","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04954","Oa2",24,30,NA,NA,"20201217T163058Z","RELEASE-2021"
"22d6fba7-c670-4d84-98f9-e6cf59800246","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04953","Oa1",0,24,"decomposed log makes up 10% of horizon",NA,"20201217T163058Z","RELEASE-2021"
"6dfb8a5d-9364-400c-a2f7-2b990e2d6cb0","BART_027.basePlot.all","D01","BART","BART_027","1091224",2016-05-31,"Field Book for Describing and Sampling Soils ver3","S2016NH003005","16N04956","Bhs",35,47,"30% cemented",NA,"20201217T163058Z","RELEASE-2021"
"b8bd2a17-d424-42bd-9db7-db4e5f08ce1d","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04959","Oe",0,4,NA,NA,"20201217T163045Z","RELEASE-2021"
"64edae0a-6637-488c-a264-3b48579311de","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04964","C",76,100,"iron stains",NA,"20201217T163045Z","RELEASE-2021"
"020c4a48-cdb6-49c1-b15b-4188c89034f1","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04962","Bhs",36,50,"70% cemented by iron",NA,"20201217T163045Z","RELEASE-2021"
"6338519e-b621-453d-aa9a-f9e485fbeba3","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04963","BC",50,76,"iron stains",NA,"20201217T163045Z","RELEASE-2021"
"c6c211cd-40b7-4d33-9eeb-cb413ef58023","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04961","E",18,36,NA,NA,"20201217T163045Z","RELEASE-2021"
"4334d0cb-56af-4c54-8105-078ce1e45078","BART_030.basePlot.all","D01","BART","BART_030","1091225",2016-06-02,"Field Book for Describing and Sampling Soils ver3","S2016NH003006","16N04960","Oa",4,18,NA,NA,"20201217T163045Z","RELEASE-2021"
"4e6bd034-ece5-4436-905b-91f91eaf0ca2","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04969","BC",57,79,NA,NA,"20201217T163045Z","RELEASE-2021"
"2caa0f9f-74e5-45ee-9098-3074a492debb","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04967","Bhs",12,34,"50% cemented",NA,"20201217T163045Z","RELEASE-2021"
"17234436-0df6-4bb3-b4d7-f5ba55c6e5eb","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04966","E",9,12,NA,NA,"20201217T163045Z","RELEASE-2021"
"97919c77-7b0c-4eab-abc9-2850986ce404","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04970","C",79,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"b303c954-051e-4d57-bc6a-76df30373625","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04965","Oa",0,9,NA,NA,"20201217T163045Z","RELEASE-2021"
"3f62ce55-2904-4b66-a1d2-255cd2506c85","BART_019.basePlot.all","D01","BART","BART_019","1091226",2016-06-07,"Field Book for Describing and Sampling Soils ver3","S2016NH003007","16N04968","Bs",34,57,NA,NA,"20201217T163045Z","RELEASE-2021"
"1457f7a8-c421-4ebf-8993-16a35af9d5d0","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04974","Bhs2",37,64,NA,NA,"20201217T163045Z","RELEASE-2021"
"2b2c06c9-fe80-4370-9a21-922f59ee5317","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04971","Oa",0,23,NA,NA,"20201217T163045Z","RELEASE-2021"
"0bef97e2-0013-473b-a810-5d19af1720c4","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04975","Bhs3",64,80,NA,NA,"20201217T163045Z","RELEASE-2021"
"6b616568-f089-46e9-a684-77a51519f5bb","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","5336680","R",80,200,NA,NA,"20201217T163045Z","RELEASE-2021"
"389dc019-b5a7-47dd-be85-1f85814685e0","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04972","E",23,29,NA,NA,"20201217T163045Z","RELEASE-2021"
"68f0a7f3-3edf-4dbd-bef4-13a0b1d003ab","BART_023.basePlot.all","D01","BART","BART_023","1091227",2016-06-10,"Field Book for Describing and Sampling Soils ver3","S2016NH003008","16N04973","Bhs1",29,37,NA,NA,"20201217T163045Z","RELEASE-2021"
"4439c0ae-ac37-4620-bc92-338feff71d28","BART_024.basePlot.all","D01","BART","BART_024","1091228",2016-06-14,"Field Book for Describing and Sampling Soils ver3","S2016NH003009","16N04977","E",14,20,"E horizon is mixed with Cr",NA,"20201217T163045Z","RELEASE-2021"
"de708347-fda9-4eb7-abbd-602da3f1fbe3","BART_024.basePlot.all","D01","BART","BART_024","1091228",2016-06-14,"Field Book for Describing and Sampling Soils ver3","S2016NH003009","5336682","R",20,200,"granite bedrock",NA,"20201217T163045Z","RELEASE-2021"
"f9d3f047-325f-485f-80a1-c59b2ac3dd00","BART_024.basePlot.all","D01","BART","BART_024","1091228",2016-06-14,"Field Book for Describing and Sampling Soils ver3","S2016NH003009","16N04976","Oa",0,14,NA,NA,"20201217T163045Z","RELEASE-2021"
"26234300-b682-4472-8db1-ceae6445266b","BART_015.basePlot.all","D01","BART","BART_015","1091229",2016-06-16,"Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04982","Cd",61,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"8cd4a637-3865-4d23-ac2f-2c9db357c18d","BART_015.basePlot.all","D01","BART","BART_015","1091229",2016-06-16,"Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04981","Bhs2",38,61,"40% cemented",NA,"20201217T163045Z","RELEASE-2021"
"d7b34451-d1e6-4cd7-825c-13ebbfbfe016","BART_015.basePlot.all","D01","BART","BART_015","1091229",2016-06-16,"Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04978","Oa",0,20,NA,NA,"20201217T163045Z","RELEASE-2021"
"e0be8de9-41f6-44d3-88d0-afa797f8dc91","BART_015.basePlot.all","D01","BART","BART_015","1091229",2016-06-16,"Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04980","Bhs1",25,38,"20% cemented",NA,"20201217T163045Z","RELEASE-2021"
"3c1dfb69-a254-4370-b317-b3f0887e59c0","BART_015.basePlot.all","D01","BART","BART_015","1091229",2016-06-16,"Field Book for Describing and Sampling Soils ver3","S2016NH003010","16N04979","E",20,25,NA,NA,"20201217T163045Z","RELEASE-2021"
"70c6272a-8ca7-4004-83ac-b57dd3942e5b","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04988","Cd",88,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"e5345c2c-8013-46bf-95f2-91496e1f4f11","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04987","BC",34,88,NA,NA,"20201217T163045Z","RELEASE-2021"
"40974470-4ee2-4034-851e-280dca94430c","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04986","Bs",19,34,"30% cemented",NA,"20201217T163045Z","RELEASE-2021"
"9b912280-fe13-494d-ae88-de1fdf521afd","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04984","E",4,12,NA,NA,"20201217T163045Z","RELEASE-2021"
"573bbf26-bb20-4acc-9830-d08d5512d29f","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04983","Oe",0,4,NA,NA,"20201217T163045Z","RELEASE-2021"
"d04a6ca9-3342-4331-acca-94e41ef4451e","BART_010.basePlot.all","D01","BART","BART_010","1091230",2016-06-20,"Field Book for Describing and Sampling Soils ver3","S2016NH003011","16N04985","Bhs",12,19,NA,NA,"20201217T163045Z","RELEASE-2021"
"aa6ee033-ab22-461b-a612-f90dcc50b648","BART_005.basePlot.all","D01","BART","BART_005","1091231",2016-06-21,"Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04990","E",22,29,NA,NA,"20201217T163045Z","RELEASE-2021"
"f43a2bc7-2957-4d05-a9f0-0bffcfba96a4","BART_005.basePlot.all","D01","BART","BART_005","1091231",2016-06-21,"Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04991","Bhs1",29,36,"80% cemented",NA,"20201217T163045Z","RELEASE-2021"
"e7610696-b55e-4e5a-beea-a7cc2d5f0afa","BART_005.basePlot.all","D01","BART","BART_005","1091231",2016-06-21,"Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04993","C",76,100,"thin band of vfs at top of horizon",NA,"20201217T163045Z","RELEASE-2021"
"c90cfaa4-fd6c-4d32-8858-0af130a690f8","BART_005.basePlot.all","D01","BART","BART_005","1091231",2016-06-21,"Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04989","Oa",0,22,NA,NA,"20201217T163045Z","RELEASE-2021"
"eb0ac14f-7eb3-4e41-a777-c92832ee6f6b","BART_005.basePlot.all","D01","BART","BART_005","1091231",2016-06-21,"Field Book for Describing and Sampling Soils ver3","S2016NH003012","16N04992","Bhs2",36,76,"80% cemented",NA,"20201217T163045Z","RELEASE-2021"
"f34826fe-8000-4b24-b07a-f7e9ef6accbe","BART_004.basePlot.all","D01","BART","BART_004","1091232",2016-06-22,"Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04994","Oa",0,17,NA,NA,"20201217T163045Z","RELEASE-2021"
"a522c4c4-83f7-4592-9398-fa326793bb11","BART_004.basePlot.all","D01","BART","BART_004","1091232",2016-06-22,"Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04996","Bhs1",20,25,"30% cemented",NA,"20201217T163045Z","RELEASE-2021"
"7c41d513-dd69-4eba-954a-3e3ce41a2c9a","BART_004.basePlot.all","D01","BART","BART_004","1091232",2016-06-22,"Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04998","Cd",77,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"6c842dec-bf0b-4871-8f66-b3e4b0b59441","BART_004.basePlot.all","D01","BART","BART_004","1091232",2016-06-22,"Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04995","E",17,20,NA,NA,"20201217T163045Z","RELEASE-2021"
"2fd67980-8e7a-460b-aae0-79f4d7933276","BART_004.basePlot.all","D01","BART","BART_004","1091232",2016-06-22,"Field Book for Describing and Sampling Soils ver3","S2016NH003013","16N04997","Bhs2",25,77,NA,NA,"20201217T163045Z","RELEASE-2021"
"8a074b01-fec2-4a24-8efa-96cd4a5780c5","BART_013.basePlot.all","D01","BART","BART_013","1091233",2016-06-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05000","E",23,35,"pocket of B material just above E horizon",NA,"20201217T163045Z","RELEASE-2021"
"bf96d9b8-48a3-4a62-b85c-a07003c0c475","BART_013.basePlot.all","D01","BART","BART_013","1091233",2016-06-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05001","Bhs",35,40,NA,NA,"20201217T163045Z","RELEASE-2021"
"95d950a9-c1dc-47f9-b751-dcdb779606cb","BART_013.basePlot.all","D01","BART","BART_013","1091233",2016-06-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05003","Cd",70,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"cdf767b6-d431-4c26-9a0e-8b41f1148a96","BART_013.basePlot.all","D01","BART","BART_013","1091233",2016-06-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N05002","Bs",40,70,NA,NA,"20201217T163045Z","RELEASE-2021"
"ca02546b-776f-4d61-8296-95257da80067","BART_013.basePlot.all","D01","BART","BART_013","1091233",2016-06-23,"Field Book for Describing and Sampling Soils ver3","S2016NH003014","16N04999","Oa",0,23,"significant tree throw evident in Oa",NA,"20201217T163045Z","RELEASE-2021"
"41a2a406-2626-4659-bab7-3cc3e92bf2c6","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","5336715","2Cd",100,125,"includes bands of organic matter that are very smeary",NA,"20201217T163045Z","RELEASE-2021"
"2c497f9f-093e-4a84-a17c-959d3a522876","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05006","Bhs",15,24,NA,NA,"20201217T163045Z","RELEASE-2021"
"ce8fd2e4-8aaf-4e17-be72-48f20fd7dbe2","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05008","BC",55,100,NA,NA,"20201217T163045Z","RELEASE-2021"
"c6953f74-8be8-4971-8ff4-51e0944cd92e","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05007","Bs",24,55,NA,NA,"20201217T163045Z","RELEASE-2021"
"ae7d8ad5-84ae-4deb-8e1f-a9878e1718ee","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05004","Oa",0,9,NA,NA,"20201217T163045Z","RELEASE-2021"
"65d37d67-1b36-40ab-818c-2f13be47160f","BART_011.basePlot.all","D01","BART","BART_011","1091234",2016-06-24,"Field Book for Describing and Sampling Soils ver3","S2016NH003015","16N05005","E",9,15,NA,NA,"20201217T163045Z","RELEASE-2021"
"4b6b3779-a812-4947-843b-6292cdf398a5","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02404","Oa",0,6,"2cm of Oe at the surface of horizon, too thin to sample.",NA,"20201217T145931Z","RELEASE-2021"
"c6cdf65b-1205-4fea-aedd-9efdb05a917b","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02405","BA",6,14,"Small pieces of charcoal present, most likley from the 1957 forest fire that burned through the forest, a detailed fire record is available at Harvard Forest.",NA,"20201217T145931Z","RELEASE-2021"
"de81d5bc-25fc-4837-90cb-0bae7a0311ed","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02409","C",78,100,"Pockets of firmer soil in the C horizon.",NA,"20201217T145931Z","RELEASE-2021"
"b7196f31-7085-4844-ae1e-d24c536d636f","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02408","BC",53,78,NA,NA,"20201217T145931Z","RELEASE-2021"
"45d6cd43-ef7f-4c6c-bde4-82e3b532d4ce","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02407","Bw2",33,53,NA,NA,"20201217T145931Z","RELEASE-2021"
"ff45912c-2fdb-4430-b9d9-596aad38ef35","HARV_015.basePlot.all","D01","HARV","HARV_015","1126030",2016-10-25,"Field Book for Describing and Sampling Soils ver3","S2016MA027015","17N02406","Bw1",14,33,NA,NA,"20201217T145931Z","RELEASE-2021"
"2cf053e7-da7f-42cd-90db-0c6bfac1be1a","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03399","C2",90,99,NA,NA,"20201217T212753Z","RELEASE-2021"
"d5d3bf09-a662-47d6-b97a-03d877c9e32f","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03393","Oe",0,7,NA,NA,"20201217T212753Z","RELEASE-2021"
"61846137-af14-429c-b75c-57ce2459a051","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03400","C3",99,155,"redox 2 chroma colors associated with parent materials",NA,"20201217T212753Z","RELEASE-2021"
"ea1b9f7a-7012-4e3f-8945-8af80148b081","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03394","Ap1",7,19,"stripped sand grains",NA,"20201217T212753Z","RELEASE-2021"
"02fb6109-991a-499a-8915-1295ef3e008f","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03398","C1",61,90,NA,NA,"20201217T212753Z","RELEASE-2021"
"580b63f1-b18a-4e03-88c0-426243e91dd2","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","5440441","C4",155,170,NA,NA,"20201217T212753Z","RELEASE-2021"
"cb24825d-2fd1-422b-ba92-5dc366108c1c","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03397","Bw2",46,61,NA,NA,"20201217T212753Z","RELEASE-2021"
"2c76283e-4196-4fb6-a4a2-8c31aabc4179","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03396","Bw1",29,46,NA,NA,"20201217T212753Z","RELEASE-2021"
"31cb91d5-a91d-420c-9d2a-26faa277e529","HARV_022.basePlot.all","D01","HARV","HARV_022","1111529",2017-05-09,"Field Book for Describing and Sampling Soils ver3","S2017MA027022","17N03395","Ap2",19,29,"charcoal fragments at 20 cm. Approximately 2 cm in diameter.",NA,"20201217T212753Z","RELEASE-2021"
"32fd2dcb-504e-499f-abe2-472c01398ce1","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03406","Bw2",31,48,NA,NA,"20201217T212753Z","RELEASE-2021"
"76534284-5de5-42fb-9252-9fab36580351","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03408","BC2",90,100,NA,NA,"20201217T212753Z","RELEASE-2021"
"e5464a5e-34df-4df1-9548-018eba9cb659","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03407","BC1",48,90,NA,NA,"20201217T212753Z","RELEASE-2021"
"427a9799-5370-419c-885b-8bc377076dae","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03409","C",100,112,NA,NA,"20201217T212753Z","RELEASE-2021"
"65d6724c-8d01-45bc-8134-0dc87d2a8d34","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03402","Oe",0,5,"Thin 2cm Oi at surface (slightly decomposed plant material, mostly pine needles)",NA,"20201217T212753Z","RELEASE-2021"
"da14106e-05c9-4a4f-9aa5-f13ec9db37ca","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03405","Bw1",20,31,NA,NA,"20201217T212753Z","RELEASE-2021"
"bde75203-d48d-4038-b8b5-1ca05c033d03","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03403","A1",5,12,NA,NA,"20201217T212753Z","RELEASE-2021"
"0d61f6da-6083-4b17-ac4f-a52cffa82a83","HARV_030.basePlot.all","D01","HARV","HARV_030","1215925",2017-05-16,"Field Book for Describing and Sampling Soils ver3","S2017MA027030","17N03404","A2",12,20,NA,NA,"20201217T212753Z","RELEASE-2021"
"1daa8686-9121-4f2b-b331-ce34f6d396b6","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530",2017-05-23,"Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03387","Oe",0,8,NA,NA,"20201217T212753Z","RELEASE-2021"
"f7413f1c-09ec-4b70-9b72-de4c50da5fae","HARV_017.basePlot.all","D01","HARV","HARV_017","1111530",2017-05-23,"Field Book for Describing and Sampling Soils ver3","S2017MA027017","17N03388","A",8,15,NA,NA,"20201217T212753Z","RELEASE-2021"
