"uid","domainID","siteID","plotID","namedLocation","collectDate","samplingProtocolVersion","horizon","ovenStartDate","ovenEndDate","sampleID","sampleCode","cnSampleID","cnSampleCode","bgcArchiveID","bgcArchiveCode","bgcArchiveMass","toxicodendronPossible","sampleCondition","bgcRemarks","processedBy","bgcDataQF","publicationDate","release"
"0fe1cc9a-7013-431c-be3a-8882220a4dc2","D01","BART","BART_023","BART_023.basePlot.bgc",2014-08-19 16:11:00,"NEON.DOC.014048vC","M",NA,NA,"BART_023-M-19-30-20140819",NA,"BART_023-M-19-30-20140819-CN",NA,"BART_023-M-19-30-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"ec9f4707-c95b-44a2-920f-d1177d592138","D01","BART","BART_023","BART_023.basePlot.bgc",2014-08-19 16:11:00,"NEON.DOC.014048vC","O",NA,NA,"BART_023-O-19-30-20140819",NA,"BART_023-O-19-30-20140819-CN",NA,"BART_023-O-19-30-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"55b75a09-88c0-4089-bdca-ea0a8afb4930","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 16:30:00,"NEON.DOC.014048vC","O",NA,NA,"BART_005-O-33-2-20140819",NA,"BART_005-O-33-2-20140819-CN",NA,"BART_005-O-33-2-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"7e895ba2-50b4-4568-b91d-72f42d137b3a","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 16:30:00,"NEON.DOC.014048vC","M",NA,NA,"BART_005-M-33-2-20140819",NA,"BART_005-M-33-2-20140819-CN",NA,"BART_005-M-33-2-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"a5cc5d6d-6519-465e-9985-b081b9e74972","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 17:07:00,"NEON.DOC.014048vC","O",NA,NA,"BART_005-O-4-9-20140819",NA,"BART_005-O-4-9-20140819-CN",NA,"BART_005-O-4-9-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"ed5b6fe9-4a00-4468-ba4d-71ac8739b8f9","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 17:07:00,"NEON.DOC.014048vC","M",NA,NA,"BART_005-M-4-9-20140819",NA,"BART_005-M-4-9-20140819-CN",NA,"BART_005-M-4-9-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"eb4e1a84-6ef2-4c97-873b-88d5f0e4b4aa","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 17:34:00,"NEON.DOC.014048vC","M",NA,NA,"BART_005-M-24-40-20140819",NA,"BART_005-M-24-40-20140819-CN",NA,"BART_005-M-24-40-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"baf63f92-adfe-4add-bf73-b246e988aa78","D01","BART","BART_005","BART_005.basePlot.bgc",2014-08-19 17:34:00,"NEON.DOC.014048vC","O",NA,NA,"BART_005-O-24-40-20140819",NA,"BART_005-O-24-40-20140819-CN",NA,"BART_005-O-24-40-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"6182b462-af6a-4d07-aa43-273135087345","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 18:11:00,"NEON.DOC.014048vC","O",NA,NA,"BART_001-O-15-1-20140819",NA,"BART_001-O-15-1-20140819-CN",NA,"BART_001-O-15-1-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"445ca701-063b-4568-839c-9e5ab5c4d918","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 18:11:00,"NEON.DOC.014048vC","M",NA,NA,"BART_001-M-15-1-20140819",NA,"BART_001-M-15-1-20140819-CN",NA,"BART_001-M-15-1-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"73f660e2-d81d-4b9e-82e3-300e804bd075","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 18:40:00,"NEON.DOC.014048vC","M",NA,NA,"BART_001-M-39-16-20140819",NA,"BART_001-M-39-16-20140819-CN",NA,"BART_001-M-39-16-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"849f6846-b8ee-4687-ae45-1f8dfe4dbe91","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 18:40:00,"NEON.DOC.014048vC","O",NA,NA,"BART_001-O-39-16-20140819",NA,"BART_001-O-39-16-20140819-CN",NA,"BART_001-O-39-16-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"a42a9506-55db-4612-bfea-587a14be3e5b","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 19:01:00,"NEON.DOC.014048vC","M",NA,NA,"BART_001-M-14-7-20140819",NA,"BART_001-M-14-7-20140819-CN",NA,"BART_001-M-14-7-20140819-BA",NA,NA,NA,"OK",NA,NA,"legacyData","20201217T042530Z","RELEASE-2021"
"0e526a3b-353d-419d-ad07-31410c4585ce","D01","BART","BART_001","BART_001.basePlot.bgc",2014-08-19 19:01:00,"NEON.DOC.014048vC","O",NA,NA,"BART_001-O-14-7-20140819",NA,"BART_001-O-14-7-20140819-CN",NA,"BART_001-O-14-7-20140819-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"fe6b44eb-6e76-4823-a839-14909b0db13b","D01","BART","BART_006","BART_006.basePlot.bgc",2014-08-20 12:57:00,"NEON.DOC.014048vC","M",NA,NA,"BART_006-M-28-3-20140820",NA,"BART_006-M-28-3-20140820-CN",NA,"BART_006-M-28-3-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"cb01cbfb-47ea-42fd-b20d-f8318ae15024","D01","BART","BART_006","BART_006.basePlot.bgc",2014-08-20 12:57:00,"NEON.DOC.014048vC","O",NA,NA,"BART_006-O-28-3-20140820",NA,"BART_006-O-28-3-20140820-CN",NA,"BART_006-O-28-3-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"e2b852fb-45a6-4a37-80fa-e6dce83bb831","D01","BART","BART_028","BART_028.basePlot.bgc",2014-08-20 13:21:00,"NEON.DOC.014048vC","M",NA,NA,"BART_028-M-37-22-20140820",NA,"BART_028-M-37-22-20140820-CN",NA,"BART_028-M-37-22-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"c6cc0cf3-1d37-4020-9953-c4d612202c2f","D01","BART","BART_028","BART_028.basePlot.bgc",2014-08-20 13:21:00,"NEON.DOC.014048vC","O",NA,NA,"BART_028-O-37-22-20140820",NA,"BART_028-O-37-22-20140820-CN",NA,"BART_028-O-37-22-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"21d8c240-743c-41da-8c25-1bf0dc3bce7e","D01","BART","BART_006","BART_006.basePlot.bgc",2014-08-20 14:00:00,"NEON.DOC.014048vC","O",NA,NA,"BART_006-O-13-6-20140820",NA,"BART_006-O-13-6-20140820-CN",NA,"BART_006-O-13-6-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"3cfde74e-041a-4351-982b-f6925ca2baa6","D01","BART","BART_006","BART_006.basePlot.bgc",2014-08-20 14:00:00,"NEON.DOC.014048vC","M",NA,NA,"BART_006-M-13-6-20140820",NA,"BART_006-M-13-6-20140820-CN",NA,"BART_006-M-13-6-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"5b0e011d-d32d-46d7-a1f0-1d3e99283a06","D01","BART","BART_028","BART_028.basePlot.bgc",2014-08-20 14:32:00,"NEON.DOC.014048vC","O",NA,NA,"BART_028-O-30-27-20140820",NA,"BART_028-O-30-27-20140820-CN",NA,"BART_028-O-30-27-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
"63b0a756-412c-4765-8092-0d34560e54e2","D01","BART","BART_028","BART_028.basePlot.bgc",2014-08-20 14:32:00,"NEON.DOC.014048vC","M",NA,NA,"BART_028-M-30-27-20140820",NA,"BART_028-M-30-27-20140820-CN",NA,"BART_028-M-30-27-20140820-BA",NA,NA,NA,"OK",NA,NA,NA,"20201217T042530Z","RELEASE-2021"
