,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Duplodnaviria,GC_adj Eukaryota,GC_adj Varidnaviria,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Duplodnaviria,gene_counts Eukaryota,gene_counts Varidnaviria,gene_countsUnclassified
0,K00003,,,0.6271172920019439,,,,,,,23.625,,,,
1,K00010,,,0.708,,,,,,,5.5508,,,,
2,K00012,,,0.6028800582187991,,,,,,,54.774699999999996,,,,
3,K00013,,,0.6502742731357881,,,,,,,12.0963,,,,
4,K00014,,,0.6193159868621614,,,,,,,46.8472,,,,
5,K00015,,,0.616,,,,,,,15.3432,,,,
6,K00016,,,0.547,,,,,,,2.8187,,,,
7,K00020,,,0.6331552306996344,,,,,,,50.743199999999995,,,,
8,K00021,,,0.674,,,,,,,6.9091,,,,
9,K00022,,,0.59,,,,,,,6.1228,,,,
10,K00024,,,0.5811692171990255,,,,,,,23.1356,,,,
11,K00029,,,0.6324896111626324,,,,,,,31.876600000000003,,,,
12,K00030,,,0.602,,,,,,,14.84,,,,
13,K00031,,,0.5860459361222345,,,,,,,52.4251,,,,
14,K00033,,,0.63095706260705,,,,,,,168.18330000000003,,,,
15,K00036,,,0.5962425603266502,,,,,,,47.499900000000004,,,,
16,K00038,,,0.6579999999999999,,,,,,,3.9368,,,,
17,K00052,,,0.6103159499771716,,,,,,,37.6548,,,,
18,K00053,,0.626,0.6294267037990271,,,,,,3.5148,159.46649999999997,,,,
19,K00054,,0.7082323079469641,,,,,,,25.619600000000002,,,,,
20,K00057,,,0.6734873898739636,,,,,,,36.1266,,,,
21,K00058,,,0.6353110977006954,,,,,,,44.063199999999995,,,,
22,K00059,,,0.6197820089830451,,,,,,,234.61540000000002,,,,
23,K00060,,,0.6068365856368094,,,,,,,31.9512,,,,
24,K00065,,,0.6623169203333001,,,,,,,11.762,,,,
25,K00067,,,0.5900530894260945,,,,0.76,,,78.94090000000003,,,,2.1948
26,K00074,,,0.5950027676578062,,,,,,,21.887,,,,
27,K00075,,,0.6254283259573387,,,,0.603,,,115.79390000000002,,,,4.7783
28,K00077,,,0.6303374093291066,,,,0.6057058424442019,,,173.66029999999998,,,,9.8162
29,K00088,,,0.6276431106235701,,,,,,,95.59209999999999,,,,
30,K00091,,,0.6347194522355003,,,,,,,43.0043,,,,
31,K00096,,0.662076329012538,0.7190000000000001,,,,,,22.973,4.7024,,,,
32,K00099,,,0.6316190010080671,,,,,,,105.74369999999999,,,,
33,K00102,,,0.6809999999999999,,,,,,,6.6919,,,,
34,K00104,,,0.609,,,,,,,16.5054,,,,
35,K00108,,,0.6759999999999998,,,,,,,6.3638,,,,
36,K00111,,,0.6531593435241146,,0.6397727252634836,,,,,197.7408,,6.859999999999999,,
37,K00112,,,0.5589999999999999,,,,0.7559999999999999,,,3.6469,,,,3.5984
38,K00113,,,0.6104526752370913,,,,,,,18.6223,,,,
39,K00116,,,0.6322851878446092,,,,,,,15.2472,,,,
40,K00121,,,0.6459999999999999,,,,,,,5.5633,,,,
41,K00122,,,0.6786724593561269,,,,,,,10.4029,,,,
42,K00124,,,0.5992688325246558,,,,,,,166.3232,,,,
43,K00126,,,0.6372306842160222,,,,,,,14.033,,,,
44,K00127,,,0.5843393652719486,,,,0.644,,,104.9709,,,,2.6154
45,K00128,,,0.6059206262869711,,,,,,,28.799899999999997,,,,
46,K00130,,,0.5920000000000001,,,,,,,16.6745,,,,
47,K00133,,,0.6451196608306823,,,,,,,52.9958,,,,
48,K00134,,,0.6215534781713762,,,,,,,88.7035,,,,
49,K00135,,,0.5670000000000001,,,,,,,15.6884,,,,
50,K00140,,,0.599,,,,,,,3.8213,,,,
51,K00145,,0.6579999999999999,0.6294093434040348,,,,,,4.1051,86.7989,,,,
52,K00146,,,0.652,,,,,,,7.4258,,,,
53,K00148,,,0.598,,,,,,,5.773,,,,
54,K00156,,,0.564,,,,,,,6.1298,,,,
55,K00162,,,0.606142879573169,,,,,,,23.8186,,,,
56,K00163,,,0.6273086717174474,,,,,,,377.7488000000001,,,,
57,K00169,,,0.614,,,,,,,17.8862,,,,
58,K00171,,,0.6920000000000001,,,,,,,3.37,,,,
59,K00172,,0.6940000000000001,0.691,,,,,,2.6913,7.8975,,,,
60,K00174,,0.7201891369122104,0.6171987354448462,,,,,,19.1967,126.9033,,,,
61,K00175,,0.6729999999999999,0.6000183218933619,,,,,,14.7839,97.8234,,,,
62,K00176,,,0.605083995791696,,,,,,,20.0274,,,,
63,K00177,,,0.5863087193615099,,,,,,,51.6815,,,,
64,K00179,,,0.5720000000000001,,,,,,,4.4329,,,,
65,K00180,,,0.6437024640584158,,,,,,,10.3401,,,,
66,K00187,,,0.59,,,,,,,15.318,,,,
67,K00208,,,0.5975696012382179,,,,,,,54.6833,,,,
68,K00209,,,0.6052252400251966,,,,,,,6.3355999999999995,,,,
69,K00215,,,0.6641565961626784,,,,,,,45.2844,,,,
70,K00226,,,0.5583750161170341,,,,,,,25.570700000000002,,,,
71,K00228,,,0.6446128311423002,,,,,,,9.6637,,,,
72,K00230,,0.599,0.6588800333346135,,,,,,6.1966,30.521900000000002,,,,
73,K00231,,,0.6266491121484848,,0.597,,,,,79.6338,,4.746,,
74,K00239,,,0.581,,,,,,,5.9468,,,,
75,K00240,,,0.6145040261850457,,,,,,,142.5482,,,,
76,K00241,,,0.576745346076468,,,,,,,71.2105,,,,
77,K00242,,,0.5179195949184205,,,,0.5479999999999999,,,8.8185,,,,2.4504
78,K00247,,,0.6130121813219729,,,,,,,6.109500000000001,,,,
79,K00248,,,0.578405248813617,,,,,,,21.1443,,,,
80,K00249,,,0.608822257070462,,,,,,,190.8521,,,,
